Frequency (Hz),N=1,N=2,N=3,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27,N=28,N=29,N=30,N=31,N=32,N=33,N=34,N=35,N=36,N=37,N=38,N=39,N=40,N=41,N=42,N=43,N=44,N=45,N=46,N=47,N=48,N=49,N=50
26684375.71,62.789345209970186+50.760222767501716j,249.01832125287487+123.95825789161488j,567.9541965024425+237.67812779136895j,1053.5216375031337+341.7192371723657j,1736.3581786766474+330.948797515918j,2574.066991620574+129.01823618211813j,3373.2052993201037-627.5200289857615j,3742.527471358339-1728.1120490515966j,3371.8656816247712-2810.3411219746154j,2612.5475765170927-3396.4774158717933j,2062.498097480774-3633.4610777282783j,1516.3404599148319-3595.131177967249j,1190.1408140048418-3536.5703342182255j,951.7941765887463-3449.5336662416676j,767.3257413610028-3338.344634192332j,645.541575704953-3278.5386474745524j,568.7600143311716-3270.6504227975106j,503.9311311783512-3263.6934280146197j,379.6929576459296-2956.552850460014j,348.96841431598176-2984.534772093526j,324.18564926238787-2991.96139995048j,270.2098661034416-2842.1576352745747j,241.81831766481724-2806.050644653118j,223.25619136032006-2772.647290394142j,187.1726254401193-2612.3178875711064j,170.21365665259566-2566.851557189905j,155.80583518435924-2517.0603602212122j,144.55952360758548-2490.831075282037j,132.8078419069823-2426.3395667187756j,125.40460732996613-2404.111540879354j,107.26705553217131-2294.7498838466527j,103.3025594430717-2297.889496803173j,97.46036568762271-2215.2711502087573j,92.51821580701053-2204.7161097246303j,88.2267052804611-2177.5692179833504j,85.02529051610286-2119.284070094114j,78.7365001157177-2081.1361910860473j,67.7431088063773-2036.7047934307732j,69.96430701490222-2074.3508476348024j,65.8188246089998-2029.4633160553185j,57.725968016329844-2025.2779461394798j,63.38841063215873-1999.8016403347465j,48.33013202125136-2024.1574936327959j,42.58408036253294-1970.4512202561336j,31.30479699729214-2009.4407633232931j,-1.2896637588163935-2003.1581231484872j,-32.81883748655674-1997.8978366598794j,-69.88653235839232-2056.443238045066j,-186.63944823074755-2081.290814557358j,-197.12357563616493-2007.8572459861346j
26887973.83,62.9608638079318+50.91548406326982j,249.686006281696+123.98946875643242j,569.5102933491779+237.37935244222135j,1056.52557673155+340.1831835194148j,1741.0315783451344+325.70855519428915j,2578.7842920953262+117.0716732651507j,3369.1535274842986-649.3888809958402j,3720.637188372411-1752.0627686143318j,3335.5057346749863-2820.7074392705717j,2574.8977165918955-3389.460808434701j,2029.4412596049958-3616.208424105895j,1490.7890795365547-3572.432405650976j,1169.944568411731-3511.437832240872j,935.8081463536528-3423.661318138494j,754.1951408593449-3312.572203710285j,634.7132954439136-3253.0207938555254j,559.2872672618181-3245.2173818838255j,495.6434067575155-3238.1822882531724j,373.71212906209837-2933.3016561354443j,343.40173404557424-2961.045122352735j,319.04796559096-2968.6602022982943j,265.95290924920323-2819.8835461608105j,238.01519118829452-2784.0264890553035j,219.82914207975963-2751.022426473989j,184.32561778264542-2591.773215013713j,167.7518877436321-2546.609222143154j,153.38371675495057-2497.2152346155117j,142.4930851806404-2471.0067387764802j,130.90010247012353-2406.902635191126j,123.57226584453215-2384.6378259974967j,105.62114798823126-2276.2613884443667j,101.73133494307866-2279.746648030991j,96.10508075152785-2197.4062906766167j,91.17913431299293-2187.0828738660794j,86.8625594495363-2160.1408366939036j,83.8004070841805-2101.945168504553j,77.54981982449672-2064.149080109601j,66.3370211737875-2020.625599790762j,68.44502888320412-2058.121555288366j,64.10864075577541-2013.3629461362275j,55.63941320673007-2009.5227995158632j,61.790056699379015-1983.8757151601237j,45.632677978280576-2008.9320890457748j,39.57275151608682-1955.5627986318812j,27.27960450473257-1994.104184855294j,-7.939283605138488-1986.4339338191774j,-40.29621043275753-1979.6932689899645j,-78.11384600579892-2037.8328001849945j,-204.15805234246136-2058.3421696417986j,-217.13776462181332-1982.4188133746725j
27093125.38,63.03934251547071+51.20130239399751j,250.01165715031198+124.46307475818323j,570.2800027639563+238.0740286701752j,1058.2756996782118+340.4184172025112j,1743.9569801491252+323.54386186886893j,2581.3884820782373+109.44415753799314j,3363.981362319541-664.9439371367652j,3699.3475370875635-1767.7926920457305j,3301.4384365064197-2822.71684318867j,2541.660949716461-3374.9673562690014j,2001.5813112321348-3592.4760552896455j,1470.6885112444438-3544.0768019811026j,1155.4439937337816-3481.5617332830425j,924.9615137368002-3393.616432551122j,746.7282484109892-3283.245251638486j,629.3548963434241-3224.065539263378j,555.1349394481351-3216.3762536278196j,492.63722088815007-3209.272773327969j,372.25948442207397-2907.357342747467j,342.54814352538295-2934.954182986062j,318.8407291347306-2942.443059683465j,266.31818045406885-2795.1976375046556j,238.65565910158793-2759.7576202749733j,220.78237427940522-2727.1471778963437j,185.63897268508555-2569.0734318877494j,169.16961870931846-2524.3829023862727j,154.985297797567-2475.3619422327306j,144.07754105317207-2449.3734996967114j,132.73735924400572-2385.7769321072183j,125.53381921444856-2363.364554783667j,107.41945530721728-2256.2414863274275j,103.55647238973256-2259.753985271588j,98.06083167402922-2177.8740116265926j,92.98113161208394-2167.8216782842974j,88.55223350772671-2141.1817994214643j,85.53271060189262-2082.970999447957j,79.2854826467823-2045.6297431628907j,67.55832926554321-2003.1020335257326j,69.4292036502514-2040.4101319950457j,64.84281632693097-1995.841024146763j,56.00493961600761-1992.3102423148528j,62.59309695805967-1966.5129035377643j,45.050856209230254-1992.2635824053175j,38.63356843422977-1938.9998169093194j,25.30432922302746-1977.0997513077966j,-12.831669118143486-1967.7587938686404j,-45.634819802572814-1959.747001747417j,-84.5463414998079-2017.8611232993317j,-221.10208760758456-2032.324332107093j,-236.67958228481794-1952.7161284051383j
27299842.21,63.210007848863846+51.36215581642472j,250.67988601534572+124.48298287932423j,571.8241419499205+237.7378805821044j,1061.2772636340294+338.79649885389733j,1748.3832105834224+317.96445843775996j,2585.6292616665432+97.31124724486622j,3358.733743666205-687.1407758916122j,3676.0627858075172-1791.628470430474j,3264.1741109552977-2831.445026341701j,2504.1600897697776-3365.961352027333j,1968.916839103752-3573.629027536835j,1445.8993631067724-3520.5625059820886j,1135.7931807285656-3456.012317485712j,909.324706063117-3367.4180497576344j,734.4413214644325-3257.383479371928j,619.0206978527948-3198.256239286859j,546.2649968306495-3190.459928595573j,484.9312205512933-3183.567769018531j,366.64635024231467-2883.8108776878075j,337.5598989587468-2911.3857991371465j,314.261029606392-2919.067806012936j,262.3685080099171-2773.0193684851347j,235.36281018913058-2737.73098304169j,217.7530189769992-2705.3408221347718j,183.17512579212746-2548.634256768194j,166.93759828991378-2504.244306520498j,152.9981057031075-2455.5454259643825j,142.30556488347653-2429.618456720983j,131.0664038921197-2366.5426141327584j,123.97155419655606-2343.9782526653034j,105.91201467596282-2237.9766549280544j,102.25499401190892-2241.551735915525j,96.82874001582738-2160.087565179302j,91.79406893102447-2150.317814880026j,87.35747063278197-2123.8723664502536j,84.56515308884995-2065.7261631062806j,78.29689378272106-2028.646201438102j,66.31459333642245-1987.268567390492j,67.94375015231702-2024.349034686779j,63.11101640210248-1980.0510498970214j,53.88287605662835-1976.761417230669j,61.076739351477265-1950.7194594289563j,42.22008040874276-1977.334518945098j,35.40228188217388-1924.2535623210595j,21.043718124504142-1961.6356835201673j,-19.736776026712334-1950.175431138879j,-52.50748130975297-1941.2423898705458j,-93.34704001104707-1999.7009856867153j,-241.35770388011719-2005.7003764370247j,-258.0283919694069-1921.3514033505953j
27508136.25,63.382847137876446+51.52064069843488j,251.3468007920045+124.49351319855315j,573.3536571638023+237.39236141315732j,1064.2675800893896+337.07561786503356j,1752.8969497902567+312.40653526985216j,2589.603321369206+84.7825845175794j,3353.3344351444516-709.1330731960657j,3652.2532613812523-1814.635093992428j,3226.6539456885494-2839.3156317131557j,2467.238344527161-3356.7156222715585j,1937.3537441373214-3555.0871711312498j,1421.8685070120116-3496.8469829898536j,1116.5862249739996-3430.753885526422j,894.116698918136-3341.575572935258j,722.1589079194811-3231.841986811245j,608.9668569312498-3173.160006748891j,537.7199846802042-3165.2428072407474j,477.2837151919217-3158.336958025952j,361.18084532523045-2860.8883111660116j,332.5178835088385-2888.2030200762465j,309.5064491247388-2895.9544264546885j,258.63956083590483-2751.037642860491j,232.14814618203818-2715.9450136268138j,214.79614376795777-2684.007459161695j,180.69595562775663-2528.419268212698j,164.77276719038943-2484.3484360592956j,151.12729981230137-2436.1267731126254j,140.4437631815264-2410.172830861501j,129.4441903535792-2347.5868522801284j,122.61202570397423-2324.9151331480402j,104.41218843797822-2220.0068775826717j,101.04727024165716-2223.680710935418j,95.63780859335604-2142.6445082292j,90.56932955845001-2133.0741953167394j,86.28012403668131-2106.877917561525j,83.47865719771933-2048.7397716253895j,77.18867734976352-2012.0877295022997j,64.90077509925706-1971.6312037685902j,66.40497275728849-2008.6729857119776j,61.40294356676206-1964.439524153473j,51.58276175391024-1961.5426464579984j,59.495515704084205-1935.330917597972j,39.1059938756483-1962.6200665789231j,31.890090120311907-1909.5968080147916j,16.523527952646447-1946.2295063202716j,-26.435258050817534-1932.3661171393253j,-59.49514287840018-1922.9527937231392j,-102.91940001022655-1981.9219014118933j,-262.7258605435897-1976.3442223096165j,-279.4720461981144-1886.2001698388458j
27718019.55,64.03938500802627+51.314493642842216j,253.40257936945565+123.25916000734806j,577.9708362405399+234.2616273566004j,1072.270832553031+330.1425110570641j,1764.224872408838+297.83278562110667j,2601.6525572972173+58.624458346553304j,3353.696437779462-750.9458646424137j,3630.0708661803083-1861.2625735674596j,3185.2463649700385-2872.0631915391073j,2420.7843472694476-3369.548334545743j,1894.0362331336232-3556.4641314694327j,1384.9262406589119-3490.823071997215j,1084.0376899930507-3421.1573059039933j,865.1324330233122-3330.195259159982j,696.3822287342113-3219.4704510176884j,585.2086543364359-3160.359731029976j,515.3582965836929-3151.9149419453693j,455.9258043528896-3144.8575156686584j,343.23979031667-2848.261369551342j,314.98162474470803-2875.2655808074032j,292.5504419729096-2883.1319094919386j,243.23968802215734-2738.4769275496237j,217.23554843688598-2703.511149466119j,200.73806916380357-2671.764052502007j,167.70933346823745-2516.6146133377283j,152.25898415091092-2472.4558237325245j,139.0337603401376-2424.595214353832j,128.83182643171494-2398.6535755432888j,118.38646438818756-2336.1696785018476j,111.93984792170448-2313.189298476148j,94.24075141563915-2208.8560084838236j,91.09782034747992-2212.736370089709j,86.44513150799365-2131.7593977777797j,81.5275835187396-2122.3958293601413j,77.40355813426707-2096.3163814784184j,75.30282322141468-2037.9371672771324j,69.16963810156078-2001.4538656133361j,56.72975289906352-1961.8896898445807j,58.41446981937536-1998.8342311767515j,53.54546030200328-1954.55865587074j,43.32947834930561-1951.8945733586052j,52.49163263447042-1925.413694519284j,30.585393025379478-1953.4749390493096j,23.44255125589204-1900.1239105577376j,7.180126781267392-1935.960101819073j,-37.31949833758118-1919.064427229328j,-70.37249331149434-1909.6969244652912j,-117.48891696567516-1968.8169726832753j,-288.6879466565645-1947.8745096084572j,-302.1024459261642-1850.8796801142387j
27929504.23,63.90799260246003+51.62715582228097j,253.2559944132736+123.82267015947191j,577.7526134445623+235.1110991860698j,1072.2938534208643+330.6760270029474j,1764.4648876965578+296.2442454925085j,2600.53096353053+52.344412545536365j,3343.1097359307237-763.6141668341659j,3603.610560443999-1871.0362112201246j,3149.297973284411-2866.121096322598j,2388.6089665326986-3347.9900749582243j,1867.98058059416-3526.8244098576856j,1366.82629267984-3458.421180189997j,1071.3038881882085-3387.5632209707583j,856.2413189770482-3296.99344546506j,690.7016109918095-3187.180119755164j,581.520793169051-3128.4829571649448j,512.7361678182615-3120.4086914747886j,454.6953247497584-3113.493299984259j,343.14710238921975-2819.8193103662115j,315.47594174085816-2846.812545160307j,293.463828390245-2854.800375145309j,244.68807164951443-2711.709510693392j,219.0579506001117-2677.156846600591j,202.48708969979913-2645.851300454932j,169.84181134168878-2492.0377416199503j,154.50856103938597-2448.446179572597j,141.4352465579321-2401.060000898135j,131.32766547251063-2375.2787832398353j,120.87212985552456-2313.4136737227545j,114.4019495663902-2290.309362750865j,96.40406760032525-2187.3139309001094j,93.37422236598196-2191.377738086082j,88.46913441769496-2110.8913105333754j,83.45877774643017-2101.81685256764j,79.1846523187844-2076.143937649035j,77.07243663205338-2017.9016894047106j,70.93006817198199-1981.8709334664168j,57.84322944876579-1943.43493677038j,59.10737573554979-1980.2830937035026j,53.885983933333726-1936.3675966771082j,42.95242714396102-1934.0261206538785j,52.74353650637454-1907.445301201345j,28.769875790113282-1936.262462121853j,21.05292650337385-1882.8796188921297j,3.7446314503251514-1917.8776829705255j,-42.41956143826201-1898.1967033004842j,-76.44468968694451-1889.4770219673178j,-128.50746276791534-1948.2373477566646j,-309.4604293227085-1908.6102743301606j,-319.99807679973577-1804.8750511391524j
28142602.52,64.08297906428444+51.78756145368448j,253.92084826953342+123.84488006280468j,579.3015069727047+234.73296393889774j,1075.2605789118081+328.9614407579321j,1768.896692094108+290.50299368583035j,2604.1220162127433+39.745903808674825j,3336.985071974057-785.4670102154195j,3579.4414520416444-1892.1636044158479j,3113.077578744133-2872.8207819973004j,2352.905457606484-3338.1480421358824j,1837.6507230311483-3508.1123815022984j,1344.1546599476258-3435.2809098628018j,1053.3191555333317-3363.0014464631854j,842.1348904689943-3271.901816258023j,679.2123885398665-3162.3024493483035j,571.8969985593644-3104.0863954118263j,504.50667297492504-3095.8012796042667j,447.31322403107964-3089.157362124665j,337.8522731647287-2797.589727363196j,310.690754780645-2824.5658296458496j,289.02440664698423-2832.5161833304082j,241.01378537199201-2690.4320667172437j,215.7860653873735-2656.1490283307844j,199.5477460318571-2625.197938937004j,167.4097787732368-2472.3807374756116j,152.32365432014015-2429.2121803505765j,139.36251025906438-2382.1542238542384j,129.4057379888267-2356.5248284330587j,119.18601343492182-2294.9813927382893j,112.92113619642026-2271.7190448327824j,94.84515089723244-2169.809719227786j,91.88692130960462-2174.044538224393j,87.22700270557672-2093.918391959757j,82.21202627210296-2085.108511598521j,77.88134489433506-2059.6847888996626j,75.97700665551469-2001.3478680719588j,69.78993431061109-1965.6754155323435j,56.26853765089155-1928.41203566822j,57.17661125874514-1965.2006191852167j,51.68602090325202-1921.369658456765j,40.08107090635561-1919.2716283418954j,50.82638236359-1892.646433133547j,24.753370317540064-1922.0051291343882j,16.594847176802134-1868.4767942347285j,-1.6123086587421318-1902.268613962406j,-48.72789648038226-1879.6675290116812j,-84.32936123889773-1872.0203295856172j,-142.0984563856162-1929.4380319961888j,-330.3258599220075-1867.0977449949319j,-334.7143362021547-1756.769645804524j
28357326.71,64.25549119324086+51.94830390931728j,254.5832912603548+123.85262027690283j,580.8210953787794+234.36281194607037j,1078.2025912574643+327.1897882640556j,1773.1701584931038+284.7496930821394j,2607.8530593608784+26.95322083920259j,3330.1451661983956-807.1545064433436j,3555.0511472281005-1913.6912130665721j,3076.7672113886-2878.656773782052j,2317.890109291417-3328.0530236311033j,1807.8741606470624-3489.4135725745523j,1321.3347103962549-3412.3266171592163j,1035.2648371018277-3338.339704328637j,827.6832172428931-3246.877263029422j,667.498389468849-3137.6315432372226j,562.4497038075036-3079.7596983368944j,496.2236648238613-3071.3906972742434j,439.8616585975488-3064.7419402045516j,332.43452101557807-2775.31199894522j,305.7744026282272-2802.2360919729203j,284.64009948402753-2810.2720803279326j,237.31170036770484-2669.3158955792633j,212.451775422592-2635.0960504377485j,196.62157059974712-2604.6168949117655j,164.99078892236426-2453.0014722165743j,150.16462682994035-2410.0303222473385j,137.3494490378424-2363.354368624352j,127.54979331437491-2337.760695961279j,117.39688203216392-2276.55134924287j,111.45502724196069-2253.188233272885j,93.25489718927103-2152.2581731109167j,90.50213364930242-2156.7354595291627j,85.97555486176975-2076.9674876296476j,80.82215615397108-2068.341239371314j,76.50289545405379-2043.2672822945228j,74.77618007955353-1984.919038005811j,68.4773474852396-1949.6417087037355j,54.51205579359582-1913.384550946569j,55.18430976276678-1950.0462261521195j,49.32232214412653-1906.439023421856j,36.94216320072007-1904.5903183606003j,48.80663896833491-1877.8696633117618j,20.446127936528192-1907.7997883238281j,11.783337605181426-1853.8741583170163j,-7.0038610151551675-1886.5866205505781j,-54.79882554902561-1861.233682433686j,-92.94182734189722-1854.5204145116913j,-157.29100535779014-1909.3716314082847j,-348.8818599340037-1820.8313458491261j,-344.6093862790266-1705.2747355091599j
28573689.22,64.19651736345412+52.416492144411194j,254.4126295911544+124.94097388939933j,580.5003968848865+236.43564871715574j,1078.1270099763449+329.95212780048365j,1773.616108136871+286.64554002448466j,2607.260855290873+25.50648042252497j,3321.8559268443964-813.1407579458123j,3533.019529669335-1915.8816686171285j,3048.39545835221-2866.6976562883974j,2293.9650943797947-3302.5555228055036j,1790.456108231479-3457.702644817985j,1311.0494289573392-3378.977463592083j,1030.1454696982971-3304.826277152789j,825.9051628293994-3213.702591293684j,668.3712448845039-3105.743465634073j,564.880653506008-3048.5175086918625j,499.8847438814428-3040.3696852251996j,444.5854329853969-3033.9803225166065j,337.7290953248874-2747.7361374190355j,311.5497412789569-2774.5202534178743j,290.78218002971346-2782.825518037527j,243.5829293978476-2643.272421336839j,219.15958766281932-2609.4731041215123j,203.19857591601027-2579.4083332675323j,171.51631749405269-2429.0879352288966j,156.59962522318565-2386.6631806142896j,143.95126309854473-2340.3651547741683j,134.2110627388151-2315.0302310078855j,123.92277969238377-2254.4185188805554j,118.02468198242866-2230.9268798007097j,99.46967414774554-2131.1659072462803j,96.55656098359319-2135.8843432900444j,91.74086514532189-2056.49132515817j,86.44712073620316-2048.1773411867453j,81.88208310323608-2023.3784852907768j,79.92675193481665-1965.0891095024608j,73.59368235434864-1930.2903636817662j,58.87027359769621-1895.1955063215958j,58.94129136239902-1931.7498033757429j,52.394412999581604-1888.2777987117597j,39.15711866465494-1886.7074830061615j,51.83873890413717-1860.0110095464777j,21.027005957315865-1890.2800315821403j,11.573358103934803-1835.9408991410382j,-7.9417372824765105-1867.5438354676016j,-56.30798043599403-1839.9879140326043j,-98.14872041324385-1834.0287986577875j,-169.51156544860845-1884.6786715874089j,-359.33263148379046-1767.9707557629038j,-345.7666341995912-1648.5823587475275j
28791702.54,64.36780835282005+52.57982531759387j,255.0772641490575+124.95692638413074j,582.0490101963385+236.07276962765818j,1081.1129333424892+328.20829474043984j,1777.9745175666797+280.7876825877799j,2610.7231171284034+12.556299495951894j,3314.6432042374317-834.9113292951938j,3508.5772250240057-1936.1332562053883j,3012.25898229877-2871.7917798123353j,2259.8538939953946-3291.910645920709j,1761.3494369212528-3439.1032166705077j,1289.1058186644152-3356.2904500033233j,1012.8581099828027-3280.5742321715998j,812.045321416571-3189.2504358888355j,657.3123553145067-3081.5273740865364j,555.4622973848246-3024.4884549591343j,491.6852028089024-3016.507632271904j,437.2550476842416-3010.2298789826714j,332.46989164882774-2726.110563150961j,306.5302273105758-2752.8804335603936j,286.26450666409954-2760.9626993976112j,239.99416658988838-2622.600992900277j,215.74522297469443-2589.033843990851j,200.23386305562232-2559.3156254066125j,169.0527585418699-2410.134828074201j,154.34101145098109-2367.8528488146917j,141.83200247782383-2322.014665202195j,132.24594229296963-2296.6887258253632j,122.21053571000525-2236.5103470326735j,116.3238369065121-2212.800840162137j,97.83651624364074-2114.1295761412107j,94.97570357373867-2119.005487066145j,90.35649908405672-2039.9438535644524j,85.06807980323744-2031.9653181479362j,80.39483645198325-2007.4161826211562j,78.62559544484859-1949.0437424261727j,72.20585087599903-1914.635602846147j,56.79796861764719-1880.6958444541947j,56.59827405059752-1917.1427764889456j,49.72366298673719-1873.7213832141315j,35.38536386921161-1872.3637666564046j,49.523584929406816-1845.8043529799886j,15.920314965819584-1876.2894051334547j,6.249898148050053-1821.2065777562916j,-13.651610403877875-1851.9724226079443j,-62.385809925030344-1822.3221040454077j,-108.89424001879203-1816.4376518915778j,-187.4687878267014-1861.1589713361845j,-369.0150457989425-1714.2965681619917j,-343.59097225291896-1594.3921764734946j
29011379.28,64.53922919890562+52.74402460994919j,255.73375093502995+124.97322433234928j,583.5749787844046+235.70331743109307j,1084.0673864484647+326.4021180735254j,1782.2244172315654+274.9467948323274j,2614.064576517261-0.47732968761233163j,3307.2897246954262-856.6198809746998j,3483.6542201966963-1956.0480891181194j,2976.2618298657285-2876.437466899275j,2225.9846888402717-3280.925525901517j,1732.875101047537-3420.3137128060052j,1267.2206505722172-3333.6362930323453j,995.4980293909177-3256.5638332412977j,798.2388452936942-3165.044548102318j,646.2719082566539-3057.5958203791592j,546.303473207804-3000.995285744213j,483.4234503646938-2992.751291032133j,430.2725956274734-2986.4223791030067j,327.08407903937933-2704.42844096961j,301.9214512541473-2731.0769464031137j,281.9341596915135-2739.4722164778927j,236.20316792313426-2602.036104818655j,212.56222117263223-2568.767920729948j,197.175206736483-2539.3667034660903j,166.53390487960877-2391.146955577001j,152.0433135363981-2349.2321864602286j,139.84315338140954-2303.6105350186817j,130.39692858011858-2278.4755357180675j,120.41725356095596-2218.6509064877823j,114.85678076911655-2194.7004423516833j,96.18911378730691-2097.25495229389j,93.52555528866708-2102.2598653572095j,88.92265348692642-2023.532291415671j,83.53066105577348-2015.8103580771872j,78.81860280325685-1991.4747003522223j,77.3374501497588-1933.0386866394194j,70.7398499871778-1899.0450014966061j,54.69523947825959-1866.238430707297j,54.04277887446447-1902.6580957215194j,46.753212618678425-1859.3888984723512j,31.447676985858354-1858.1174218821566j,46.95522867748324-1831.6908058940166j,10.56310583018412-1862.195772549817j,0.7323406439233549-1806.3209977023348j,-19.44776838644769-1836.347905846814j,-68.80890627865344-1804.9496501548815j,-120.84899087925241-1798.2007465966974j,-206.40054094677959-1834.826976032068j,-372.6789986514127-1658.4242380055632j,-334.9854339835074-1541.9134734533095j
29232732.11,64.70819090820731+52.9073402104151j,256.3848859185539+124.98691018294011j,585.0957495881048+235.31466540196536j,1086.9714605170248+324.5816884981309j,1786.4481828728635+268.9872289248988j,2617.259275297563-13.667738741537708j,3299.5903622455244-878.5254618000259j,3458.7565480085764-1975.787131320766j,2940.4592067980393-2880.7489052180586j,2192.2926798021726-3269.979169093358j,1704.5766323513055-3401.359213218147j,1245.9896847117109-3311.231435792233j,978.6280275100288-3232.74546834335j,784.5868433527651-3140.8631438765815j,635.357730941281-3033.8295044966276j,537.2507266124152-2977.285627276302j,475.5284250081426-2969.213687166243j,423.21619488282994-2962.982985095962j,321.9845166258876-2682.9993070076466j,296.9921016506667-2709.53552082667j,277.36774130246545-2717.9875743139814j,232.5390208668275-2581.594253629688j,209.27828450290653-2548.50023487146j,194.19495189781387-2519.535432655741j,163.9802066060254-2372.1971260161827j,149.70927921278496-2330.640529482116j,137.64770830800842-2285.53827406164j,128.3927969993446-2260.423995252052j,118.535588799628-2201.0232374688044j,113.26543083857896-2176.90972748333j,94.43454234302556-2080.30517109369j,91.8856388334677-2085.6327520432774j,87.47989424959377-2007.1364004493641j,81.91547274722431-1999.7669128893567j,77.17915532974362-1975.7495209419674j,75.8616721856592-1917.239990567705j,69.37348329352534-1883.6635860987408j,52.48369079385805-1851.8811882183127j,51.34425443729342-1888.237084986082j,43.50895812688801-1845.0315121053811j,26.98494147140753-1843.8321670793275j,44.25665148216441-1817.7674020420484j,4.726919035279637-1848.0257379015995j,-5.189978772097674-1791.1936102300542j,-25.563677045227458-1820.8593550451694j,-75.81548376303749-1787.8551695767078j,-134.14093804419954-1778.9063563756545j,-225.79422497744304-1805.304318550662j,-369.7603497333125-1602.1152567742367j,-320.7567479446907-1491.3515005181432j
29455773.85,64.88221882168315+53.075851183266145j,257.0532081355468+124.99855850170366j,586.6517484006105+234.93719277779286j,1089.9590392052419+322.729596545373j,1790.7456807474582+263.01128010062536j,2620.535251390974-26.756316097684852j,3291.753957057059-900.2318856910948j,3433.0266963779177-1994.9303640577002j,2904.857241028984-2884.891631846873j,2159.158574317438-3258.7951820922176j,1676.4087625783347-3382.5156554324276j,1224.8874078708982-3288.9956469329477j,962.0449620944298-3209.215192228766j,771.216004034801-3116.952983022357j,624.3564898435066-3010.3791081667528j,528.0504064847696-2954.2278989418587j,467.7520135771089-2946.0068560978552j,416.2626364984848-2939.9883988346896j,316.6677800924526-2662.085760896259j,292.3796362191512-2688.4145877050764j,273.03236771799885-2696.9939920698403j,229.03986633039412-2561.543320228364j,205.921660395464-2528.5377244696856j,191.12551261648375-2499.9773257277775j,161.48048385240673-2353.729216805586j,147.4710963562453-2312.3413526571685j,135.42194582484396-2267.6894143221725j,126.50080535571406-2242.609205327932j,116.83706793661294-2183.5522388200006j,111.55709602309362-2159.2647704477336j,92.78795132852932-2063.8292209298265j,90.24585914047097-2069.217314954025j,85.97812867391596-1991.0835266626711j,80.32960110234708-1983.9710590012683j,75.5262168667829-1960.2405414458228j,74.41418593920663-1901.7125227541817j,67.8693825140433-1868.4648702958602j,50.02013788856196-1837.8756584763914j,48.43083393501807-1874.1642531871225j,40.06572328768323-1830.9808484187404j,22.194168372856204-1829.6896942371122j,41.28702344347225-1804.1147461064047j,-1.3636551221783888-1833.9635798432696j,-11.11983793691956-1776.0205128028756j,-32.13381526775006-1805.6559804161973j,-83.58220067426946-1771.1283879937655j,-148.7626957701168-1758.2500689246133j,-245.10755102903553-1772.182671275873j,-360.36990315806486-1547.0287327571293j,-301.87174831859016-1445.1248916096972j
29680517.35,65.0554272798126+53.23893365514786j,257.7165097517803+124.99859943929097j,588.1904330494493+234.5180231588062j,1092.9154851852802+320.81737020778877j,1794.9767182901253+256.77910622663615j,2623.524587788735-40.03125185634801j,3283.3231454951983-921.8163929414982j,3407.3737206247656-2013.7282985998868j,2869.3314320290615-2888.0237625222017j,2126.0088585310436-3247.184314401936j,1648.6944648106817-3363.547926640368j,1203.7739040746403-3266.8908727440116j,945.3881106577454-3185.8036582819295j,757.8269554885645-3093.3044047379035j,613.9050164372054-2987.131781913352j,519.1854752290618-2931.130678104784j,459.6545798829678-2923.1184126323906j,409.2356073597987-2916.957430121034j,311.53133724515465-2641.0723924522304j,287.44389828630375-2667.315310323347j,268.56499210677873-2676.0070964458605j,225.11495257538198-2541.5657965331034j,202.50845138727226-2508.8416024579456j,188.00003255314056-2480.5882045830194j,158.75730969202633-2335.34678745981j,145.07071583271338-2294.2171621121006j,133.3498338968294-2249.804165306187j,124.46199783505678-2224.8910120247365j,114.90649113417-2166.208660227629j,109.89263608867363-2141.7144105006946j,90.94700209213573-2047.41764482543j,88.53841994886695-2052.9334021649247j,84.42448295898897-1975.1626954265712j,78.65302462978015-1968.4084160298557j,73.66143741014196-1944.9141643238156j,72.88023446207981-1886.202668279691j,66.21301441495663-1853.4236625917786j,47.41337615737886-1823.957313587705j,45.260204403311114-1860.2210675610327j,36.121564032781656-1816.872851150419j,16.94515817048163-1815.4217078121785j,38.0878153818973-1790.6126629785572j,-7.933211271264592-1819.7283219101955j,-17.277791583231753-1760.6353654545592j,-39.18004663770451-1790.5308272654938j,-92.3121490628759-1754.3153148720385j,-164.49262126592245-1735.7415565928995j,-263.3146789531786-1735.1215028337065j,-345.1115800516284-1494.7707416187275j,-279.77622581741036-1403.3713111674413j
