Frequency (Hz),N=1,N=2,N=3,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27,N=28,N=29,N=30
6154010.851,43.58241689715009+30.77846909348986j,173.22373038570666+107.90916860466463j,390.47383549751083+236.0821965460338j,699.8143251976937+410.8478313499843j,1110.3657011496098+626.9448940575086j,1634.375773480705+877.6747644868465j,2297.254412185489+1136.9820721574556j,3100.7389431873944+1393.9308928248763j,4069.4073181646254+1607.1404638222348j,5273.423920992165+1665.726495244813j,6610.398406847679+1619.55422806202j,8146.164866281919+1160.9179110289156j,9718.48517413262+449.18917915978363j,11155.427330117114-1018.1592408799518j,12479.854777337529-2368.229189723287j,13047.853812221361-4420.2378590360195j,13637.098774179003-6178.831443826315j,12412.81432060348-8541.36328513997j,12339.566661135113-10206.830194993363j,10759.968559486659-11139.21862922853j,9944.39297500853-11991.138764295287j,7949.954105992779-12138.434612071951j,7406.092958935447-12561.006687799343j,6224.438409611271-12436.237832629686j,5838.62651101181-12646.186485831622j,5084.743893179828-12456.782920787444j,4601.094044599857-12376.615185725517j,4021.0255344654897-12053.034763100359j,3643.5662112379396-11967.5204971038j,3292.283336973346-11986.878650524188j
6200965.108,43.723580550257424+30.855758441231103j,173.78797166554472+108.10492004701676j,391.7872379218083+236.40607274625864j,702.1561275798346+411.46087308187003j,1114.364897667955+627.5464944688374j,1640.556664553446+878.2420497409124j,2306.686233614475+1136.6582905701698j,3113.991607574322+1391.0792092036052j,4086.994256598399+1601.5776677213369j,5297.561450204265+1652.1677839404636j,6639.258155531556+1597.0544826424411j,8179.843267895028+1120.2559147813215j,9745.825642498812+384.6155828738012j,11169.292376680432-1108.5099317647005j,12464.975953656549-2472.071722996582j,12996.56248844712-4535.63949443428j,13548.078436637406-6289.893433507035j,12293.173650487832-8620.383610427705j,12196.505766287797-10260.020963728903j,10606.80577499397-11158.17992236591j,9784.43286957497-11987.429555148005j,7799.411383549876-12105.848015715279j,7278.172237029345-12497.517987457604j,6118.407158914544-12363.768069490148j,5732.627838628269-12562.345139790094j,4999.384979424009-12381.362622219845j,4514.451558344766-12287.951854047125j,3944.4607005881635-11964.981108073805j,3574.406404665997-11874.773427638402j,3237.771662097502-11896.512374509679j
6248277.62,43.868257299250494+30.93278473946799j,174.36980134437502+108.27689205322704j,393.1015125972647+236.75813623104864j,704.5370731863425+412.03941193555016j,1118.3574342168608+628.0500612398661j,1646.7595848889798+878.5838410944089j,2316.0178974961464+1136.604784435067j,3127.466430759766+1388.8109490120494j,4105.302841370488+1594.9786706110176j,5319.654337582901+1639.2966980654994j,6668.316504197493+1575.506215773443j,8211.349317388986+1078.625758394653j,9770.90543936029+321.01081320658733j,11175.600278500728-1197.525078615042j,12453.65356906697-2573.168401368766j,12947.813536272673-4649.311987946165j,13454.347014220346-6400.833068694831j,12158.089470966184-8697.871736505862j,12038.006957330419-10320.722143897134j,10445.763442644606-11177.163299894824j,9640.417638842517-11965.292658743641j,7671.1751721286055-12058.068294386227j,7151.063562967117-12433.704144261437j,6007.751417957038-12295.923373145952j,5625.639441622853-12489.11981401412j,4905.97517505058-12295.46210644495j,4432.512737219464-12199.15530805422j,3873.373981972683-11887.964071658102j,3515.033319566266-11786.587551027935j,3166.359326969368-11808.316381956982j
6295951.12,44.01126569958953+30.998146535707257j,174.95436326362042+108.42582328360575j,394.38817363842384+237.09840555311695j,707.0070169515291+412.34043617346765j,1122.371824860784+628.433901001906j,1653.0374949648544+878.7453294724082j,2325.253108282442+1135.503506840136j,3140.291733083459+1386.0492297458102j,4123.25786615481+1589.3684488430927j,5343.924281426912+1625.6834386467474j,6696.8489389643155+1549.8813935367532j,8240.595300871166+1035.3172344364941j,9797.315295957816+259.8985070088227j,11178.415594778326-1282.149466563524j,12434.914026023838-2693.1003565322526j,12887.132371136066-4750.556878097376j,13357.013133000506-6506.037724634407j,12015.013864771903-8767.244717210917j,11886.585849852532-10368.213018367645j,10294.698478976807-11171.799276648317j,9474.904404570427-11950.60836086287j,7532.1848644233305-12007.39367963425j,7019.161044835681-12378.034914819891j,5896.869191823084-12215.024094249813j,5525.894217001776-12411.386776720177j,4806.897239162205-12216.762972512879j,4359.106256072395-12114.134638256033j,3800.005239941249-11793.075175569576j,3446.8170398818356-11698.29544756257j,3113.058626322746-11712.241978478749j
6343988.362,44.14061394619786+31.10792291398699j,175.41635163136237+108.80873076088679j,395.5091871588687+237.83684472477404j,708.9697832063465+413.64023706590933j,1125.6975541562945+630.4087143888105j,1658.353109747988+881.0998318116493j,2333.3121767998937+1137.340548508957j,3152.250334009649+1387.2948497029533j,4140.319320781672+1586.544773794676j,5366.432972340423+1615.818370486247j,6725.884878969924+1532.5436924214032j,8269.197887047123+999.574163746664j,9819.728732361415+200.97960698945113j,11179.28689623494-1366.275352993215j,12421.820127664989-2784.2064415966347j,12832.77214164523-4860.198384322141j,13273.208177041146-6600.104583994544j,11897.269742894157-8818.389743358142j,11734.961658782946-10399.397255473265j,10150.948530643022-11176.285648639843j,9338.891193760526-11924.78527023671j,7416.528531765267-11944.127623238679j,6902.541164707477-12313.908456117804j,5799.48591741373-12138.301237816591j,5432.684791553332-12328.188574987764j,4725.543657482416-12124.013070255476j,4285.3011355331155-12023.62975830836j,3743.152991129758-11697.527027881604j,3392.1600147861045-11612.945646064172j,3058.2392966835237-11619.14015990346j
6392392.122,44.28211137641827+31.17663357401178j,175.9951144844503+108.98760782481911j,396.8341457647203+238.1642149576748j,711.4545748506829+414.0318880333472j,1129.8284003471365+630.7157795617554j,1664.6585053151903+881.3666442483345j,2342.9653881159984+1136.5842424512846j,3165.7409654670755+1384.47119758472j,4157.305505254789+1580.2844337569036j,5390.520044565598+1600.6613977531824j,6754.201749514515+1505.9239477761287j,8299.797255606733+958.6020930940161j,9846.91823787736+135.49229480039733j,11184.759991138155-1456.7543617830156j,12394.80638191305-2890.831310822025j,12773.8877129579-4968.7896225775285j,13184.498285692267-6713.32388784868j,11766.844348956425-8883.86389555489j,11577.507270664275-10432.364641093443j,10003.944529252463-11182.499240335568j,9189.933117612272-11913.193948943055j,7284.648716549407-11901.922049409191j,6779.306900462589-12250.241317682736j,5693.226408107786-12062.980351640828j,5329.851961810346-12247.058494811334j,4640.710839910896-12043.833168861844j,4207.033656922087-11940.243406711452j,3672.664375944777-11610.152440267571j,3331.6112502381943-11520.58781530261j,3003.2826390496957-11525.346839703978j
6441165.196,44.4292608934482+31.257654159350597j,176.56786120339802+109.16613820464957j,398.17220344830446+238.47956102610434j,713.8583242974711+414.6407491318576j,1133.8554542479103+631.3548337559422j,1670.750826856611+881.6591585006803j,2352.3511496413284+1135.826561448878j,3179.0852102849985+1381.942347103298j,4176.665608083776+1573.46233806518j,5414.355474518216+1586.108706756831j,6783.354892599829+1479.7868858832983j,8326.96279615467+913.2511305780785j,9869.310104541797+69.12115227440368j,11187.897254633472-1546.5344792508304j,12374.243172369856-2997.5002302001603j,12705.521819302572-5084.677456567135j,13083.572467784095-6812.089093481588j,11633.393312311136-8945.925356613507j,11427.983489172308-10474.238014234048j,9843.296066781337-11179.528049636741j,9039.28724723921-11883.503185085068j,7163.023562928939-11848.648100920038j,6658.815325602726-12185.699543972021j,5589.138928203733-11996.861260886368j,5233.78934687374-12162.324448307289j,4554.916411827972-11957.97614287603j,4127.917442660088-11851.450920366142j,3605.5447731901772-11526.13369212712j,3269.4844525008384-11429.68115137389j,2949.8635326583703-11437.09629914447j
6490310.402,44.57079280768095+31.343664212603297j,177.133804359208+109.38169938323666j,399.4628885777246+238.88420717955066j,716.2490422158202+415.25587130520836j,1137.766835965524+632.1824767665249j,1677.0272921236358+882.0192188654271j,2361.666781919745+1135.6295262584065j,3193.17511034545+1379.9464960450912j,4194.3066684505675+1567.672285424705j,5438.491088697251+1571.5213224857407j,6810.653112850267+1453.0011102409896j,8357.739206652313+866.0588846871425j,9892.722549963326+3.875680968677862j,11187.426636766777-1634.1977262396688j,12345.554799730902-3102.921076314793j,12633.784734733501-5183.744093881315j,12977.69787074489-6910.352876025765j,11498.719870257426-9001.993535403024j,11269.958622424005-10507.83134375239j,9699.683607989731-11177.907983844743j,8896.813900989397-11861.591914852846j,7034.191813298995-11797.237993019517j,6540.004458020711-12121.305412820793j,5492.711512385766-11916.989982793039j,5140.444178849769-12088.165671045657j,4471.358725544044-11875.432058863822j,4053.0058121818497-11763.82652518391j,3540.254036812561-11444.953302072614j,3212.1643579331717-11345.49385841816j,2894.9560237556775-11346.97575664312j
6539830.579,44.718301651980525+31.4119442008882j,177.73589211763786+109.52357847700715j,400.80296925241083+239.20932497465523j,718.7727400614307+415.63245184348733j,1141.865917105165+632.5924226190078j,1683.4238348879537+882.0770769436012j,2371.536192610691+1134.0280466299096j,3206.2879919808447+1376.6724957824279j,4213.042365674672+1561.359860790276j,5462.749011055685+1556.533602323652j,6839.641457985788+1426.7847223066426j,8382.653030469644+819.257356798102j,9908.558498793276-64.09891437137799j,11182.908141659796-1731.5746331423627j,12319.667165399722-3207.3861177197073j,12569.774135470394-5294.5966782100795j,12880.909075829471-7022.330232122717j,11365.123519098894-9065.354358364166j,11122.194663715738-10539.638583684122j,9544.898938192626-11171.807867334908j,8753.412821586264-11832.715909198014j,6909.925291674329-11735.73424386115j,6422.819908618781-12061.34038948836j,5380.957315412245-11844.459116247313j,5041.561974224141-12012.401608995498j,4387.242991626992-11792.056641655292j,3987.6706473459967-11681.220940505493j,3477.4168881031137-11361.468328601062j,3150.130427786926-11261.671188117707j,2838.713566683222-11261.359984326386j
6589728.588,44.86331012232962+31.487745446012088j,178.31004484196836+109.7184969471503j,402.1508839170102+239.4557051295593j,721.2577669506047+416.06652468827144j,1145.9287874847541+633.0811620204653j,1689.6306069260745+882.7219383037872j,2380.9387285433327+1133.8675934366474j,3220.007847676642+1373.2273170543722j,4231.635151114745+1552.9227653049586j,5486.1617832744+1539.699235112067j,6867.253968772248+1399.4754307408814j,8409.69748953003+774.8612618099371j,9931.81710303662-131.9306034084914j,11175.54240770148-1817.9924635081154j,12291.156685147707-3317.938354353609j,12495.68493835567-5397.565484058186j,12774.586954743168-7107.0838068862895j,11228.25955247885-9112.903819597868j,10966.621566635022-10561.849830098668j,9402.42963129258-11183.364961207248j,8608.786946978225-11810.589953731764j,6780.939243772925-11688.036280265744j,6307.600101386125-11999.694145859025j,5288.066014135124-11770.748958203258j,4951.440010403948-11924.273177474512j,4312.314679018491-11707.630792325974j,3909.634705055172-11598.643952636048j,3412.10493358181-11269.016555213162j,3091.5491076342996-11174.297192926175j,2790.384647251016-11177.335976853437j
6640007.312,45.009987325382816+31.555879041907176j,178.9012523368397+109.87988985672868j,403.4813881491608+239.75396765166508j,723.7093963750253+416.5352436755661j,1150.1323504039444+633.3222977739438j,1696.2706745524824+882.6019169496008j,2390.271661523287+1132.828189362769j,3233.687696355453+1370.151960066518j,4250.007219520062+1545.7044266329783j,5509.633109858952+1523.135711607496j,6894.070969247015+1372.338592334607j,8437.979480148271+726.2967397838116j,9954.228962856383-203.9467348171861j,11170.028157218238-1912.6420081067724j,12255.97952658181-3424.4159345029266j,12428.302596706662-5491.053989519742j,12669.878026582217-7213.791241353485j,11088.656290558365-9166.729179888136j,10826.472217459801-10588.1256263316j,9262.28842268783-11163.096793586934j,8466.971361251017-11779.13419316975j,6667.263496195634-11632.531687629677j,6193.351763859648-11932.118300961536j,5185.245513919134-11696.633536634617j,4862.572932312843-11847.988836038523j,4235.040828732126-11621.663429122476j,3835.9256882860573-11512.335451234107j,3349.3360607995037-11185.318194231213j,3039.91614818852-11090.426741943356j,2742.0042985169384-11085.699858382535j
6690669.656,45.15093633002241+31.645809672908673j,179.47858293662898+110.0773120938299j,404.8175996213464+240.14248667535225j,726.1059700849972+417.14519163562517j,1154.2387966678316+633.9047252702987j,1702.3354442424068+883.2322935455082j,2400.0036012718056+1131.9873580352612j,3247.062580653472+1368.1234762402908j,4268.911706907669+1540.08030821256j,5534.241831604736+1509.7311172331194j,6922.917658262405+1345.639885332433j,8465.094441636613+676.9597425680802j,9973.00254267261-273.6838870082292j,11164.947308796112-2002.9942703601396j,12227.89933394214-3535.327604656214j,12349.35722745745-5595.339720435193j,12562.773649865465-7300.14761636385j,10954.517722531813-9215.734859728293j,10668.164861173093-10606.616780867807j,9115.050870930376-11152.031264723913j,8330.066681720027-11750.315882700643j,6551.8508134197755-11580.201393208805j,6080.463500852412-11863.083212767096j,5090.066947722894-11622.717281413803j,4772.154151943956-11766.108932465588j,4155.858925946046-11542.43623894932j,3764.605967211086-11433.390683932634j,3287.2820368187604-11101.49824696702j,2982.9391521589514-11000.687576905459j,2693.3656161829945-10997.409773498755j
6741718.546,45.30109453588668+31.72008366424795j,180.06464890489985+110.25243990419898j,406.2135215122227+240.40019431103198j,728.6639325964956+417.4863390227098j,1158.428044139668+634.3456504590023j,1708.8305164412268+883.246279059712j,2409.7166327203445+1130.904441434081j,3260.739435367424+1364.802227686603j,4288.073851213521+1531.9340803688365j,5558.76346881863+1492.2212552761707j,6951.557852111402+1315.3784009471408j,8490.80076458001+627.063355156584j,9986.274955086636-344.6533950618072j,11154.070665262683-2095.6112685923827j,12182.185207182314-3639.2169147492223j,12272.916317788784-5695.022595096353j,12454.164424315282-7387.251966640015j,10823.509051788973-9258.951263656932j,10522.613000665051-10634.233673632274j,8970.965261167288-11144.659567923442j,8197.35840640257-11712.896659596723j,6440.532266586024-11519.953879435341j,5970.614911338828-11795.880237598432j,4990.921632753269-11550.37484711538j,4684.834781278603-11693.579909631744j,4080.0450461931573-11460.354020401635j,3702.00592872574-11342.5697074458j,3235.4479186152253-11017.730558802537j,2932.1748523712463-10921.014314361168j,2642.2767848927247-10915.378324648567j
6793156.933,45.447459609875295+31.789567986397728j,180.64064078615533+110.40697185559492j,407.53555532439395+240.64318787264017j,731.1364868290984+417.9110182119691j,1162.54536818843+634.6083631670801j,1715.3730032151316+883.0751411278451j,2419.2513592306527+1129.5447868658275j,3274.028065818613+1360.728875211304j,4305.83462200334+1523.0314017965022j,5582.01608918936+1473.7001834946177j,6979.277383008794+1286.5149471437076j,8515.756130007134+578.6718333467525j,10004.696796812152-417.0143166072459j,11141.89412805685-2187.7749834412975j,12149.629624274032-3738.2484192634015j,12188.443626024267-5796.480698355248j,12348.525680314957-7475.025021181794j,10686.32796187394-9300.276599241675j,10375.671660339909-10650.706754554623j,8823.433299729293-11118.181990460887j,8057.0192040158745-11675.796256479554j,6321.369834287485-11465.343536335826j,5857.799788538885-11725.343434020879j,4902.630977978658-11470.05420164988j,4598.345426442253-11613.217321038044j,4000.23478841905-11379.046636305571j,3632.9219094204836-11261.45598714465j,3173.7718874244542-10937.614476042667j,2880.1648371270076-10836.547278875385j,2597.3536450988886-10828.777344981683j
6844987.787,45.59571813008493+31.86995367434233j,181.21984430506944+110.63136116947918j,408.8756760460464+241.07524061600142j,733.6262987094208+418.47232990792367j,1166.749605097698+635.3212852979274j,1721.5627371183377+883.7048804313339j,2428.777695612365+1128.9971820401843j,3288.173716526749+1357.7265059563767j,4324.431772684393+1516.062704372077j,5606.189497012286+1458.4922577091422j,7006.215859443806+1256.3107405025823j,8541.455661163038+531.1808519594456j,10023.535709284108-484.28290342463686j,11131.437646643753-2279.478552095754j,12106.782432766295-3845.1011147675595j,12110.674813998223-5888.132843752751j,12238.443863931112-7566.398238955915j,10552.132157781452-9339.750013181123j,10231.072780569539-10659.378373026595j,8686.441180790409-11114.316955847571j,7919.3253407213315-11643.900615972603j,6209.951082232039-11403.44954140803j,5758.042268204348-11655.949392680028j,4810.528166966313-11389.826485668476j,4515.589496633623-11536.0048593284j,3934.3645949161637-11293.841007436165j,3565.8830594163787-11176.33325262812j,3118.5440570361147-10853.870133095083j,2829.89574939596-10755.670314088458j,2548.370596600757-10746.511879079255j
6897214.104,45.793836935199664+31.8515809417551j,182.0690359382622+110.40340663798646j,410.8233887576947+240.41184897608443j,737.1758775499758+417.3391067845018j,1172.4680735557392+633.2987569535904j,1730.4716492014245+880.4244848033867j,2441.8369896301547+1122.8649296919684j,3305.8413837158473+1347.4646040980947j,4347.074028474923+1499.1079885206932j,5635.172393708746+1429.646581714756j,7039.461523372013+1213.579469156961j,8571.97423848446+462.3321321751155j,10037.992801051048-577.3144219001824j,11113.741011925265-2395.2162416859737j,12060.60320591533-3973.622139947955j,12026.404461364697-6010.618017166036j,12115.895576057874-7670.20862971753j,10406.95670063609-9403.154517809946j,10069.621893696114-10690.953597136255j,8530.984014166303-11111.603803331103j,7774.679638021176-11628.407935394096j,6078.6737317005145-11360.775727244983j,5631.022076754111-11599.808204867106j,4699.5892444667925-11326.310897319572j,4415.891553026083-11463.731265907107j,3844.216618097411-11228.747944309725j,3486.088910116987-11102.773867504748j,3050.385552359796-10779.590713779651j,2767.1562727008045-10677.503834625868j,2492.166813456315-10668.114442042834j
6949838.9,45.94293309475278+31.922553042753094j,182.66826677034575+110.54999597893583j,412.20964451593625+240.71068240104339j,739.7047331971736+417.7224577081989j,1176.7191965107772+633.5499925376267j,1736.9804298764905+880.2798339725844j,2451.516415254019+1121.6130379864187j,3320.0835468260757+1343.381256703515j,4366.564430237234+1490.9660339131149j,5658.785088989549+1411.4932778321283j,7068.440022377872+1180.7700414304302j,8596.77895615619+410.23366778273726j,10050.03100519348-649.9543766683845j,11099.135073166599-2488.272712604852j,12015.43819969219-4075.660449306298j,11933.442376551046-6107.323784580939j,12011.284874643921-7753.314624136836j,10273.589018859511-9430.702638726762j,9929.204864609603-10705.542827018207j,8385.9293005627-11095.465484632174j,7640.512983812904-11595.246018663114j,5966.307257384765-11302.41044948357j,5522.002492210319-11537.096329232914j,4618.333438958218-11252.064880783491j,4329.948868660352-11386.293950061794j,3774.899778419123-11146.443898828851j,3422.2036973480217-11031.70599359257j,2996.480239729243-10701.387290083003j,2715.5695935606113-10596.444107666131j,2449.3895818616506-10584.115177352931j
7002865.216,46.22803368412791+31.872206842550337j,183.85320454746105+110.1653195015237j,414.9533080943514+239.70118484788634j,744.6179693702961+415.893357808723j,1184.5196965570735+630.5105778399795j,1748.446910488687+875.2860845217335j,2468.172065930591+1113.1675256365984j,3342.282280905811+1330.004816245472j,4395.508129901503+1469.254856118419j,5693.67775643234+1375.9348080809107j,7105.829497611553+1129.2866972421984j,8629.890022441608+331.30582081124953j,10070.218336093492-760.6969353446416j,11085.176355024088-2620.9305938566986j,11968.152521401928-4221.864210548178j,11848.243951220626-6236.946412100062j,11877.70035617384-7867.447994941756j,10118.42463103178-9498.53516401076j,9767.726618512144-10740.435786963892j,8235.026832076675-11110.6935397395j,7493.666310307186-11592.5379453113j,5835.666143369449-11276.766994612444j,5393.6694905823415-11486.970327708932j,4502.621530968086-11199.559407978944j,4228.209444981452-11328.992959903839j,3676.191677858777-11085.530778152599j,3339.541377913396-10958.640587563743j,2921.319701807458-10634.914889297615j,2653.5696463336376-10531.330377582755j,2391.1296708875084-10515.96036492927j
7056296.116,46.37473769078506+31.947592849361172j,184.44390575056988+110.3370099379306j,416.3246712650213+240.0159286666725j,747.1534146828865+416.31141741651163j,1188.8594436526216+630.8486044443616j,1754.9621994061956+875.2477993649708j,2477.9398792907186+1111.820908922594j,3356.3547474483426+1326.225633887043j,4414.739300745077+1460.9316084721308j,5718.621074375123+1357.2220999398592j,7133.4967524642025+1097.5724136789863j,8654.209043141282+275.52900929310516j,10082.835714413945-833.7060728473301j,11065.20255893177-2713.409176235108j,11920.046139286955-4321.865075074998j,11758.595578014367-6329.58496144663j,11758.592571914847-7947.850527239931j,9980.995529300437-9528.770813805251j,9631.843572811233-10745.465971785496j,8100.980824214156-11084.486459794189j,7365.823131000616-11547.490606263062j,5736.478820885451-11210.926996259708j,5293.033163363272-11417.097287421648j,4419.139823549788-11120.763765149359j,4154.871120307969-11254.24956515716j,3614.5247978224247-11005.68547465731j,3278.7444112050466-10883.20715201534j,2870.244965816048-10555.234476419524j,2603.7881518542376-10451.326900068249j,2348.3097045496265-10433.612409950989j
7110134.686,46.5250017552907+32.01789806412345j,185.05453817913613+110.49080581794676j,417.7124326251319+240.2841091972279j,749.7124524246705+416.68386809199126j,1193.0640948600978+631.1133785349854j,1761.648081304314+875.2119233228663j,2488.0738696426715+1110.4410879929133j,3370.4034022538594+1322.4050290304294j,4433.17013911785+1450.972876317902j,5741.8283733495755+1337.5893672697719j,7159.308482795582+1064.9061491212299j,8677.158926304297+218.9840312114223j,10092.47457915577-913.802952419035j,11043.234701429774-2812.8030209815715j,11864.924053322922-4426.18903736322j,11667.523091184888-6416.567202114582j,11645.008422354013-8017.839426085163j,9849.627262804674-9559.304361229095j,9486.98374139542-10752.593854451368j,7965.635851141803-11063.130858547845j,7244.246725779855-11511.981902635292j,5624.779868661442-11153.06783276508j,5192.2352839415835-11355.666950550683j,4338.669425887523-11044.55820668051j,4075.58582726698-11171.65304662013j,3547.504521701576-10927.276709059459j,3216.9868945848757-10799.64054083873j,2817.204441182408-10476.19092989878j,2557.141194714925-10371.834807288375j,2303.643937441126-10354.338103776026j
7164384.037,46.67974781318863+32.095311367553485j,185.67112804547273+110.64728605704772j,419.1193151222695+240.5895344443957j,752.3052927815014+417.09861697911253j,1197.3246902045316+631.4750546389394j,1768.6001130231691+875.1562918926572j,2498.2014789940436+1108.9198968767448j,3384.831268629566+1318.4143669626253j,4453.322045921527+1441.0498237609772j,5766.068233878119+1316.6736129407745j,7187.550747656516+1030.508199569784j,8696.714953170695+167.45630135263053j,10102.270112745366-988.4490486801108j,11018.42880243258-2903.9466144347684j,11811.226749302454-4533.805817581961j,11577.088016584328-6505.858679260651j,11525.419201898021-8099.656759449959j,9711.472956861764-9584.430558036001j,9341.593420138102-10752.636984026156j,7835.271337021315-11036.86286987384j,7118.469874355033-11469.503440903092j,5521.3817767207975-11091.953630280777j,5097.843131959362-11283.653380094545j,4256.580636807873-10970.925623044555j,4000.2331689648763-11094.68457505884j,3477.576331862722-10849.147233832724j,3160.5200135907166-10721.40400263521j,2762.2099451643244-10400.586678096439j,2512.673180776717-10291.219698608138j,2261.0873484901026-10273.820095327701j
7219047.303,46.82356554467081+32.16341848198353j,186.25532597110728+110.80851036503076j,420.4851866865324+240.88095760488292j,754.824127515211+417.4434357150746j,1201.4663224889653+631.7204112346348j,1775.0674463328664+875.0493021133778j,2508.120726174619+1107.0517276021974j,3399.211838363508+1313.6891224179562j,4471.490283619845+1431.876062196173j,5790.199307877845+1295.5779748646232j,7214.3393544455475+996.7810921794811j,8718.76097148599+109.6214127159639j,10110.656871122916-1065.2890540887622j,10996.39162722002-2999.5064354956544j,11761.435242219175-4631.228194883523j,11480.629109362144-6587.883528247439j,11398.209366307281-8160.410564347612j,9579.516551292789-9602.970711127005j,9201.393796355449-10747.44131459399j,7704.445650562166-11010.625594773433j,6995.32849591505-11425.495417637603j,5424.143849889553-11031.261057996422j,4999.719497874365-11211.351974963978j,4179.520622587165-10896.311368924476j,3926.5151489287446-11019.03404654558j,3413.4589803568656-10767.672504464008j,3101.284168437102-10640.182241786459j,2712.6901776850054-10322.286590099602j,2464.6556837672742-10212.607265850911j,2221.101091218489-10192.553842190831j
7274127.643,46.97377908003512+32.236261825206164j,186.85063248725203+110.969438998506j,421.86123522980233+241.13841790966214j,757.4241738041494+417.7808549949137j,1205.7931432011396+632.0320616663934j,1781.7597503162099+874.8638439234122j,2518.0394120262627+1105.5665688524j,3412.9643886633394+1309.7464224188002j,4491.130123105985+1421.4385103447808j,5813.499060117007+1275.2691064413416j,7241.825627856642+960.5890606943329j,8736.92633080491+54.83882000767104j,10111.804992974761-1141.4568618405985j,10965.88825371553-3091.440806488418j,11699.194968357711-4730.625508748287j,11389.136300177788-6675.91644518841j,11282.607481757763-8232.126329146615j,9447.051968832375-9624.010250254898j,9058.609567118905-10746.603724890394j,7574.566554224309-10977.985658414953j,6872.252075584928-11372.01433340373j,5324.898174961362-10970.33253877475j,4912.617716007707-11142.324013527605j,4103.779889938544-10819.538926497433j,3849.405758409022-10942.54927867244j,3350.0781560799646-10690.44012225901j,3040.802260418801-10559.636710572404j,2660.948799781653-10243.295887338461j,2421.1979022053483-10131.723655866392j,2178.709602317366-10110.288946842327j
7329628.237,47.21505902377963+32.26664698558355j,187.8342922155738+110.93643211246938j,424.07617697613506+240.97535257051422j,761.4203754891421+417.41087003918136j,1212.2960075426217+631.0994492178633j,1791.392424405885+872.9349552846272j,2532.3414576955997+1101.2852755971087j,3432.9366576134794+1301.1582460011052j,4516.35979122751+1407.5456269146011j,5844.99108867808+1247.603577197156j,7276.828674479172+918.2198591944561j,8769.127344080403-15.746626369467075j,10125.778982332997-1238.9692662543882j,10944.756788390361-3206.8295371035333j,11644.441505567156-4849.380993768757j,11296.914592667246-6774.82605893036j,11161.336534856582-8315.771893592504j,9312.300417913817-9661.428381882168j,8919.612056955973-10754.878623273464j,7442.665466279903-10964.656910764523j,6742.935261277787-11338.458403805282j,5217.894082654743-10921.307614511235j,4814.131796467177-11086.74206034726j,4019.9249702606458-10757.059938705937j,3772.0713678085403-10873.422987249063j,3282.3642421028426-10621.656333817102j,2977.591626642667-10491.786676614187j,2606.637410241645-10172.44984730135j,2369.8040114982846-10062.803514172807j,2133.4239795686094-10038.125090981523j
7385552.294,47.366314616758885+32.33817022613828j,188.43984639662128+111.09794644407319j,425.46423427949173+241.21832519835215j,764.0101179781446+417.7451530483193j,1216.603674889598+631.3627256706037j,1798.1517101421905+872.668552415634j,2542.274073762833+1099.446356007926j,3447.1492770159302+1296.7656513053955j,4536.6248725560745+1396.7282825121802j,5869.183824597529+1225.7375008394315j,7301.007377702379+880.4308029315332j,8787.379663959204-73.87473103796479j,10133.266202540315-1318.0190578051029j,10916.045633887712-3297.720821371851j,11580.941315372467-4944.850684514947j,11198.720240350127-6855.149488800837j,11037.46046184427-8375.878812687595j,9178.559743257705-9679.215954239675j,8774.829986770854-10748.039374230242j,7314.816674222726-10929.403197539423j,6621.301686430862-11290.361861364108j,5124.286780506491-10857.29726200529j,4723.385864590448-11017.281742021201j,3951.112129743402-10683.84645029205j,3700.9312658228273-10796.15888462947j,3216.977169766245-10545.412295531194j,2927.322664841691-10416.603337701066j,2558.383369661079-10097.150138013536j,2325.393115562723-9983.279172386667j,2093.2687737769706-9958.52654461966j
7441903.044,47.256349297813834+32.645599313823936j,187.90558883792312+112.29279861146391j,424.30264594511607+243.84123318065247j,762.055484718618+422.22370887083076j,1214.086164909549+638.0196885136824j,1795.2730894404676+881.5832441562706j,2539.7578855243055+1110.6761088265218j,3446.3281152428085+1309.1492420676202j,4536.833837782655+1409.7545177483312j,5873.180884001306+1234.9340237641177j,7307.726756845972+884.2188450968223j,8787.232751232203-84.18915682725154j,10118.961319355929-1341.8501777107483j,10874.231273667407-3327.610137723914j,11518.490859363219-4970.8179379374005j,11108.587513206272-6862.008613438035j,10934.390682879202-8361.851332404654j,9071.662640830513-9625.787897470293j,8651.486324117535-10690.266533586815j,7225.096879829738-10836.101407405245j,6540.390144517129-11178.009234046383j,5063.414373036764-10745.001878583824j,4678.295142230113-10898.617391135798j,3917.9390213355687-10569.452516404568j,3668.4377357779413-10685.123845032364j,3189.065038766894-10437.086135124087j,2897.90758635591-10307.245760219272j,2539.4593699419847-9989.704150429734j,2304.665536260921-9880.60375677005j,2071.2671675752954-9858.10650401075j
